Nozare,Objekta nosaukums,ISIL kods,Adrese,LAT,LON,LKS-92 X,LKS-92 Y
Nevalstiskas organizacijas,Kulturas mantojuma biedriba,LV-NVO-012848,"Gogola iela 8/10-23, Riga, LV-1050",56.94267,24.12472,311012,507588
Nevalstiskas organizacijas,"Kulturas menedžmenta centrs ""Lauska""",LV-NVO-009366,"Valnu iela 35-6, Riga, LV-1050",56.94715,24.11344,311509,506901
Makslinieciskie kolektivi,"Kulturas nama ""Robežnieki"" kokletaju ansamblis ""Grobina""",LV-KOLEKTIVS-015999,"Liepu iela 1A, Robežnieki, Grobinas pag., Grobinas nov., LV-3430",56.5381,21.1899,269508,327210
Makslinieciskie kolektivi,"Kulturas nama ""Robežnieki"" videjas paaudzes deju kolektivs ""Sudmalinas""",LV-KOLEKTIVS-010307,"Liepu iela 1A, Robežnieki, Grobinas pag., Grobinas nov., LV-3430",56.5381,21.1899,269508,327210
Makslas saloni un galerijas,"Kulturas un atputas centra ""Imanta"" makslas galerija",LV-GALERIJA-012368,"Anninmuižas bulvaris 29, Riga, LV-1067",56.95953,24.01694,312882,501030
Kino izradisanas vietas,Kulturas un atputas centrs Imanta,LV-KINO-011654,"Anninmuižas bulvaris 29, Riga, LV-1067",56.95953,24.01694,312882,501030
Kulturas centri,Kulturas un atputas centrs Vecpili,LV-NAMS-001692,"Vecpils pamatskola, Vecpils, Vecpils pag., Durbes nov., LV-3441",56.62402,21.4937,278345,346235
Amatu prasmes,"Kulturas un atputas komplekss ""Ziemeri""",LV-PRS-000446,"Ezermalas, Ziemera pag., Aluksnes nov., LV-4301",57.46631,27.05901,373425,683461
Kulturvesturiskas vietas,"Kulturas un atputas parks ar brivdabas estradi un skulpturu ""Kokletajs""",LV-VIE-000063,"Beverinas iela 3, Valka, Valkas nov., LV-4701",57.77275,26.01574,405194,619892
Nevalstiskas organizacijas,Kulturas un izglitibas centrs BONA DEA,LV-NVO-012788,"sampetera iela 1, Riga, LV-1046",56.9438,24.0463,311131,502817
Nevalstiskas organizacijas,Kulturas un makslas projekts NOASS,LV-NVO-009381,"11. novembra krastmala 35, Riga, LV-1050",56.94482,24.10886,311249,506623
Makslas saloni un galerijas,"Kulturas un makslas telpa ""Siguldas Tornis""",LV-GALERIJA-012337,"Ausekla iela 6, Sigulda, Siguldas nov., LV-2150",57.15321,24.85411,334764,551671
Makslinieciskie kolektivi,"Kulturas un tautas  makslas centra ""Ritums"" folkloras deju kopa ""Rigas Dancu klubs""",LV-KOLEKTIVS-013019,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" bernu deju kopa ""Kamolitis""",LV-KOLEKTIVS-014485,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" folkloras draugu kopa ""Skandinieki""",LV-KOLEKTIVS-010589,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" folkloras gimenu studija ""Garataka""",LV-KOLEKTIVS-017107,"Ieriķu iela 43A, Riga, LV-1084",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" folkloras kopa ""Grodi""",LV-KOLEKTIVS-014488,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" folkloras kopa ""Laiva""",LV-KOLEKTIVS-013018,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" folkloras kopa ""Lans""",LV-KOLEKTIVS-014487,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" folkloras kopa ""Saviesi""",LV-KOLEKTIVS-013020,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" folkloras kopa ""Zvigzna""",LV-KOLEKTIVS-013022,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" folkloras un seno cinu kopa ""Vilkaci""",LV-KOLEKTIVS-013021,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" gimenes folkloras kopa ""Berendejka""",LV-KOLEKTIVS-013014,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" jauktais koris ""Ligo""",LV-KOLEKTIVS-014484,"Gaizina iela 3, Riga, LV-1050",56.94397,24.11963,311156,507278
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" jauktais koris ""Skanupe""",LV-KOLEKTIVS-014482,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" jauniesu folkloras studija ""Banga""",LV-KOLEKTIVS-017275,"Bruninieku iela 24A, Riga, LV-1001",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" kamerkoris ""Vidus""",LV-KOLEKTIVS-014483,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" lietisķas makslas studija ""Zemga""",LV-KOLEKTIVS-014495,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" meitenu koris ""Skanda""",LV-KOLEKTIVS-014481,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" studijteatris ""Aka""",LV-KOLEKTIVS-013153,"Krisjana Valdemara iela 2, Riga, LV-1010",56.95361,24.10723,312228,506522
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas  fotostudija ""Vidze""",LV-KOLEKTIVS-013152,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas lietisķas makslas studija ""Barbele""",LV-KOLEKTIVS-014493,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas lietisķas makslas studija ""Cere""",LV-KOLEKTIVS-013437,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas lietisķas makslas studija ""Cilnis""",LV-KOLEKTIVS-014492,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas lietisķas makslas studija ""Draudziba""",LV-KOLEKTIVS-013509,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas lietisķas makslas studija ""Dzine""",LV-KOLEKTIVS-014494,"Graudu iela 59, Riga, LV-1058",56.91192,24.08234,307585,505014
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas lietisķas makslas studija ""Gundega""",LV-KOLEKTIVS-014491,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas lietisķas makslas studija ""Kalvis""",LV-KOLEKTIVS-013217,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas lietisķas makslas studija ""Plastika""",LV-KOLEKTIVS-014489,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas lietisķas makslas studija ""Ridze""",LV-KOLEKTIVS-013219,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas lietisķas makslas studija ""Rota""",LV-KOLEKTIVS-013227,"Graudu iela 59, Riga, LV-1058",56.91192,24.08234,307585,505014
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas lietisķas makslas studija ""Valdzins""",LV-KOLEKTIVS-013228,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas lietisķas makslas studija ""Vasa""",LV-KOLEKTIVS-014490,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" tautas tradiciju kopa ""Budeli""",LV-KOLEKTIVS-012955,"Krisjana Barona iela 3, Riga, LV-1050",56.9514,24.12115,311983,507369
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" teatra studija ""Haritas""",LV-KOLEKTIVS-013154,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" telotajas makslas tautas studija ""Kolorits""",LV-KOLEKTIVS-014497,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" videjas paaudzes deju kopa ""Rits""",LV-KOLEKTIVS-014486,"Bruninieku iela 24A, Riga, LV-1001",56.95699,24.12902,312606,507847
Makslinieciskie kolektivi,"Kulturas un tautas makslas centra ""Ritums"" viru koris ""Tevzeme""",LV-KOLEKTIVS-014480,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
EU2015.lv,"Kulturas un tautas makslas centrs ""Ritums""",LV-EU2015-000060,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Kulturvesturiskas vietas,Kulturvesturiska mantojuma ekspozicija,LV-VIE-000740,"Ziedukalns, Tirza, Tirzas pag., Gulbenes nov., LV-4424",57.14642,26.3954,336231,644926
Kulturvesturiskas vietas,"Kundzinkrogs ",LV-VIE-000788,"Kundzinkrogs, Drustu pag., Raunas nov., LV-4132",57.21479,25.89974,342895,614731
Bibliotekas,Kupravas biblioteka,LV-BIB-000160,"Rupnicas iela 3, Kuprava, Kupravas pag., Vilakas nov., LV-4582",57.23566,27.49802,349040,711098
Makslinieciskie kolektivi,Kupravas pagasta bernu vokali instrumentalais ansamblis,LV-KOLEKTIVS-012865,"Rupnicas iela 3, Kuprava, Kupravas pag., Vilakas nov., LV-4582",57.23566,27.49802,349040,711098
Makslinieciskie kolektivi,Kupravas pagasta etnografiskais ansamblis,LV-KOLEKTIVS-012864,"Rupnicas iela 3, Kuprava, Kupravas pag., Vilakas nov., LV-4582",57.23566,27.49802,349040,711098
Parvaldes institucijas,Kupravas pagasta kulturas darbs,LV-PARVALDE-000038,"Rupnicas iela 3, Kuprava, Kupravas pag., Vilakas nov., LV-4582",57.23566,27.49802,349040,711098
Kulturvesturiskas vietas,Kupravas Sv.Ignacija Lojola Romas katolu baznica,LV-VIE-000369,"Partizanu iela 40, Kuprava, Kupravas pag., Vilakas nov., LV-4582",57.24034,27.49508,349552,710894
Makslinieciskie kolektivi,Kurmales pagasta amatierteatris,LV-KOLEKTIVS-017204,"Pagastmaja, Vilgale, Kurmales pag., Kuldigas nov., LV-3332",56.88286,21.82153,306461,367260
Makslinieciskie kolektivi,"Kurmales pagasta interesu klubs ""Darbigas rokas""",LV-KOLEKTIVS-017206,"Pagastmaja, Vilgale, Kurmales pag., Kuldigas nov., LV-3332",56.88286,21.82153,306461,367260
Parvaldes institucijas,Kurmales pagasta kulturas darbs,LV-PARVALDE-000089,"Pagastmaja, Vilgale, Kurmales pag., Kuldigas nov., LV-3332",56.88286,21.82153,306461,367260
Bibliotekas,Kurmales pagasta Priedaines biblioteka,LV-BIB-000426,"Kalves-25, Priedaine, Kurmales pag., Kuldigas nov., LV-3301",56.96407,21.92599,315300,373898
Makslinieciskie kolektivi,Kurmales pagasta sieviesu vokalais ansamblis,LV-KOLEKTIVS-017203,"Pagastmaja, Vilgale, Kurmales pag., Kuldigas nov., LV-3332",56.88286,21.82153,306461,367260
Makslinieciskie kolektivi,"Kurmales pagasta videjas paaudzes deju kolektivs ""Riva""",LV-KOLEKTIVS-017205,"Pagastmaja, Vilgale, Kurmales pag., Kuldigas nov., LV-3332",56.88286,21.82153,306461,367260
Bibliotekas,Kurmales pagasta Vilgales biblioteka,LV-BIB-000427,"Pagastmaja, Vilgale, Kurmales pag., Kuldigas nov., LV-3332",56.88286,21.82153,306461,367260
Nevalstiskas organizacijas,"Kurmenes izglitibas un kulturas biedriba ""Kurmenes vilni""",LV-NVO-012931,"Mežvini, Kurmene, Kurmenes pag., Vecumnieku nov., LV-5115",56.41958,24.82727,253088,551034
Bibliotekas,Kurmenes pagasta biblioteka,LV-BIB-000108,"Balta skola, Kurmene, Kurmenes pag., Vecumnieku nov., LV-5115",56.42093,24.82377,253235,550816
Makslinieciskie kolektivi,"Kurmenes tautas nama amatierteatris ""Kurmene""",LV-KOLEKTIVS-014162,"Pagastmaja, Kurmene, Kurmenes pag., Vecumnieku nov., LV-5115",56.42136,24.82347,253283,550797
Kulturas centri,Kurmenes tautas nams,LV-NAMS-001329,"Pagastmaja, Kurmene, Kurmenes pag., Vecumnieku nov., LV-5115",56.42136,24.82347,253283,550797
Makslinieciskie kolektivi,Kursisu amatierteatris KODOLS,LV-KOLEKTIVS-011285,"Kalna iela 2, Kursisi, Kursisu pag., Saldus nov., LV-3890",56.51139,22.40187,264143,401653
Pasakumu norisu vietas,Kursisu estrade,LV-VIETA-010932,"Kursisi, Kursisu pag., Saldus nov.",56.5102,22.39488,264021,401220
Makslinieciskie kolektivi,"Kursisu pagasta bernu deju un teatra kolektivs ""Notinas""",LV-KOLEKTIVS-017330,"Kalna iela 2, Kursisi, Kursisu pag., Saldus nov., LV-3890",56.51139,22.40187,264143,401653
Bibliotekas,Kursisu pagasta biblioteka - informacijas centrs,LV-BIB-000732,"Kalna iela 1, Kursisi, Kursisu pag., Saldus nov., LV-3890",56.51205,22.40117,264218,401612
Parvaldes institucijas,Kursisu pagasta kulturas darbs,LV-PARVALDE-000247,"Kalna iela 2, Kursisi, Kursisu pag., Saldus nov., LV-3890",56.51139,22.40187,264143,401653
Makslinieciskie kolektivi,"Kursisu pagasta videjas paaudzes deju kolektivs ""Kursitis”",LV-KOLEKTIVS-017329,"Kalna iela 2, Kursisi, Kursisu pag., Saldus nov., LV-3890",56.51139,22.40187,264143,401653
Makslinieciskie kolektivi,"Kursisu sieviesu vokalais ansamblis ""Allegro""",LV-KOLEKTIVS-015324,"Kalna iela 2, Kursisi, Kursisu pag., Saldus nov., LV-3890",56.51139,22.40187,264143,401653
Kulturvesturiskas vietas,"Kursu laukums, Liepaja",LV-VIE-000098,"Malkas iela 4, Liepaja, LV-3401",56.50603,21.0126,266401,316157
Nevalstiskas organizacijas,Kurzemes bralu kapu fonds,LV-NVO-009378,"Antonijas iela 6, Riga, LV-1010",56.95708,24.10926,312614,506645
Koncertorganizacijas,Kurzemes filharmonija,LV-KONCERTI-012419,"Karlines iela 40, Ventspils, LV-3601",57.39332,21.54187,363840,352272
